"peak_id","best_gene","logFC","logCPM","F","PValue","FDR","direction","modality","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","nearest_gene","strongest_linked_gene","strongest_link_major_label","strongest_link_r","strongest_link_fdr","strongest_link_distance_to_tss","strongest_link_direction"
"chr17-57598871-57600713","MSI2-AS1",0.910524833763143,5.77123948172585,20.6316873479942,5.56799240127957e-06,0.0420436070824589,"Urban_higher","Peaks",14888,0.029755877034358,0.0293217615616202,97.3077757685353,16455,9.70844543133279,"MSI2-AS1","","",NA,NA,NA,""
"chr1-111507306-111509125","ADORA3",0.829635838299921,5.94103224651951,20.5466796040306,5.82079566419201e-06,0.0420436070824589,"Urban_higher","Peaks",32134,0.0710253164556962,0.0686164293334771,94.1891500904159,39277,10.5784198446752,"ADORA3","","",NA,NA,NA,""
"chr21-44653779-44655024","KRTAP12-4",0.984122588925075,5.40224179062083,17.5822644105943,2.75189236800098e-05,0.132512790493807,"Not_significant","Peaks",10529,0.0220741410488246,0.0218340342078056,98.0960216998192,12207,9.40984675352424,"KRTAP12-4","","",NA,NA,NA,""
"chr6-33409888-33411554","PHF1",0.392049815977904,7.48532238352361,16.7722564791306,4.21515509562514e-05,0.13822233117399,"Not_significant","Peaks",72825,0.209777576853526,0.190436521929329,86.8309222423146,116007,11.6614144332277,"PHF1","","",NA,NA,NA,""
"chr15-75842788-75845571","UBE2Q2",0.561402210047359,6.54859508709653,16.5321365993394,4.78410394482867e-05,0.13822233117399,"Not_significant","Peaks",35819,0.0819041591320072,0.0787225989890622,93.5227848101266,45293,10.7209298523677,"UBE2Q2","","",NA,NA,NA,""
"chr5-1103271-1105284","SLC12A7",0.887920450853006,5.51799917318133,15.7917682169481,7.07192816771759e-05,0.170268457184747,"Not_significant","Peaks",12987,0.0267377938517179,0.0263865856433433,97.6515370705244,14786,9.60150369537349,"SLC12A7","SLC12A7","Memory T cells",0.770919614337214,2.7182672641194e-16,7785,"positive"
"chr9-19161358-19162304","PLIN2",0.771362273253483,5.77827858803834,14.9613054313418,0.000109752295651741,0.226497380426437,"Not_significant","Peaks",19643,0.040746835443038,0.039938566437869,96.4479204339964,22533,10.0227805587241,"PLIN2","PLIN2","Memory T cells",0.676697816690026,8.6239048414773e-11,12554,"positive"
"chr4-56467170-56468668","LOC124900706",-0.634954334293132,6.0137682046619,14.3245871824782,0.000153860101650724,0.252959871400566,"Not_significant","Peaks",25553,0.053500904159132,0.0521188125048632,95.3792043399638,29586,10.2950903546511,"LOC124900706","","",NA,NA,NA,""
"chr16-27401656-27402822","IL21R",0.590438172256455,6.26274450087405,14.265567790798,0.000158764579121155,0.252959871400566,"Not_significant","Peaks",35303,0.0809276672694394,0.0778196236240822,93.6160940325497,44753,10.7089361051832,"IL21R","IL21R","Cytotoxic T/NK cells",0.599411109667039,5.32396603484079e-08,66,"positive"
"chr22-41197041-41198141","EP300-AS1",0.649974754510929,6.04467498811081,14.0811721889393,0.000175107207116548,0.252959871400566,"Not_significant","Peaks",28017,0.0601754068716094,0.0584343726147355,94.9336347197107,33277,10.4126517969755,"EP300-AS1","","",NA,NA,NA,""
"chr21-45078399-45079817","ADARB1",0.694511475889834,5.83041983024888,13.2049981407681,0.000279231155554237,0.319209584097953,"Not_significant","Peaks",22379,0.046996383363472,0.0459254775973067,95.953164556962,25989,10.1654671276355,"ADARB1","ADARB1","Cytotoxic T/NK cells",0.456275520729717,0.000341496747578,5256,"positive"
"chr11-65417671-65420329","NEAT1",0.609020415461736,6.07825563506539,13.0936882567195,0.000296334269913236,0.319209584097953,"Not_significant","Peaks",42903,0.106083182640145,0.100825110615698,92.2417721518987,58664,10.9795985758577,"NEAT1","","",NA,NA,NA,""
"chr1-38008891-38009968","UTP11",0.792562549769466,5.52585305228321,13.0333726602023,0.000306018549626101,0.319209584097953,"Not_significant","Peaks",9931,0.0199168173598553,0.0197210723626816,98.2041591320072,11014,9.30701325923644,"UTP11","","",NA,NA,NA,""
"chr16-66516442-66517598","LOC124903698",0.746489123951363,5.60981240886555,12.8981593576879,0.000328936582163068,0.319209584097953,"Not_significant","Peaks",27335,0.0594068716094033,0.0577091964291365,95.0569620253165,32852,10.3997983439439,"LOC124903698","","",NA,NA,NA,""
