"peak_id","best_gene","logFC","logCPM","F","PValue","FDR","direction","modality","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","nearest_gene","strongest_linked_gene","strongest_link_major_label","strongest_link_r","strongest_link_fdr","strongest_link_distance_to_tss","strongest_link_direction"
"chr16-10987053-10989165","CLEC16A",1.05270562659576,5.06241680250414,12.9376283414253,0.000335558121183758,0.924951264805076,"Not_significant","Peaks",8023,0.0158047016274864,0.0156811078715263,98.5491862567812,8740,9.07577987858049,"CLEC16A","CLEC16A","Memory T cells",-0.362893447143174,0.0263554140683831,43571,"negative"
"chr6-42889902-42891347","PEX39",-0.540954806513446,6.40423606919891,12.6568681475406,0.000389251151200327,0.924951264805076,"Not_significant","Peaks",32860,0.0710072332730561,0.0685995451991601,94.0578661844485,39267,10.5781652168124,"PEX39","","",NA,NA,NA,""
"chr1-52702774-52703713","COA7",0.525046539455045,6.42908084480853,12.5303396582877,0.00041697178391479,0.924951264805076,"Not_significant","Peaks",31449,0.0688119349005425,0.0665476903738844,94.3130198915009,38053,10.5467614826003,"COA7","","",NA,NA,NA,""
"chr1-35930149-35931673","AGO3",0.454393774342155,6.74770455484233,12.4933015908551,0.000424453442950102,0.924951264805076,"Not_significant","Peaks",40992,0.0988028933092224,0.0942213083891575,92.5873417721519,54638,10.9085031924667,"AGO3","","",NA,NA,NA,""
"chr19-53394532-53395833","ZNF765",0.536715300463541,6.34919385253422,12.4817672889295,0.000427054022914935,0.924951264805076,"Not_significant","Peaks",35682,0.0784665461121157,0.0755401674620518,93.5475587703436,43392,10.6780534167572,"ZNF765","","",NA,NA,NA,""
"chr19-51926720-51927773","ZNF613",0.51415170238759,6.46314158030811,12.4425879647789,0.000436853944605531,0.924951264805076,"Not_significant","Peaks",34332,0.0734575045207957,0.0708847516386663,93.7916817359855,40622,10.6120896876509,"ZNF613","","",NA,NA,NA,""
"chr2-6877217-6878525","CMPK2",0.687343219088308,5.78759853264535,12.0998356534973,0.000524010536092022,0.924951264805076,"Not_significant","Peaks",18533,0.0378137432188065,0.0371163305105782,96.648643761302,20911,9.948078435864,"CMPK2","CMPK2","Memory T cells",0.801823340819827,9.55766986011416e-19,11237,"positive"
"chr10-133393587-133394931","MTG1",0.555251000552166,6.23099520239544,12.0671314747325,0.000532059053183878,0.924951264805076,"Not_significant","Peaks",36084,0.0808842676311031,0.077779472454925,93.4748643761302,44729,10.7083996964269,"MTG1","","",NA,NA,NA,""
"chr5-109921315-109922477","LOC105379119",-0.433606994021408,6.87480949476792,11.8640232421243,0.00059267047960376,0.924951264805076,"Not_significant","Peaks",15226,0.034128390596745,0.0335589372335759,97.2466546112116,18873,9.84554059258128,"LOC105379119","","",NA,NA,NA,""
"chr11-60985607-60986935","CD6",-0.414996561867658,7.01498365495684,11.7149798002106,0.000645825488622452,0.924951264805076,"Not_significant","Peaks",35046,0.083126582278481,0.07985184233235,93.6625678119349,45969,10.7357442888003,"CD6","CD6","Cytotoxic T/NK cells",0.64642760397072,9.46358138797881e-10,14592,"positive"
"chr17-77433881-77435917","LOC112268198",-0.561789749210771,6.12061666112175,10.6417425671944,0.00113774277312183,0.999704392501345,"Not_significant","Peaks",10042,0.0206347197106691,0.0204247079900022,98.1840867992767,11411,9.34242071233339,"LOC112268198","","",NA,NA,NA,""
"chr6-166997344-167000151","LOC105378120",-0.397230372595214,7.01081365468096,10.6218991510094,0.00116672354765478,0.999704392501345,"Not_significant","Peaks",54060,0.137332730560579,0.128685810973415,90.2242314647378,75945,11.2377778404092,"LOC105378120","","",NA,NA,NA,""
"chr12-121038541-121040309","OASL",0.700083756571271,5.63875173927217,10.3861518158147,0.00136015066148878,0.999704392501345,"Not_significant","Peaks",21426,0.045251356238698,0.0442573887793574,96.1254972875226,25024,10.1276306041834,"OASL","OASL","Cytotoxic T/NK cells",0.830428096582395,1.77902019573647e-21,180,"positive"
"chr15-69713879-69715023","LOC107984788",-0.501432225695228,6.33937334814921,10.2692136007508,0.0013912636403192,0.999704392501345,"Not_significant","Peaks",26831,0.0577160940325497,0.0561119553016735,95.1481012658228,31917,10.3709253929591,"LOC107984788","","",NA,NA,NA,""
"chr9-89743069-89744333","LOC105376140",-0.478710089123197,6.43217042081601,10.2533019626363,0.00140137047516672,0.999704392501345,"Not_significant","Peaks",13658,0.0289602169981917,0.028548794295188,97.530198915009,16015,9.681343501555,"LOC105376140","","",NA,NA,NA,""
"chr20-63739147-63741226","SLC2A4RG",-0.571678533279687,6.00292647672029,9.7751717430931,0.00181270143948538,0.999704392501345,"Not_significant","Peaks",31260,0.0724520795660036,0.0699476897644675,94.3471971066908,40066,10.5983083318481,"SLC2A4RG","","",NA,NA,NA,""
"chr8-48007881-48009214","UBE2V2",0.530746616000173,6.10896379149209,9.74700590687661,0.00184919119124774,0.999704392501345,"Not_significant","Peaks",29958,0.0661338155515371,0.0640388484015054,94.5826401446655,36572,10.5070655422333,"UBE2V2","","",NA,NA,NA,""
"chr8-123041396-123042548","TBC1D31",0.408379010639233,6.70443404590807,9.5523657333678,0.00204680287577591,0.999704392501345,"Not_significant","Peaks",42983,0.0979276672694394,0.0934244641135777,92.2273056057866,54154,10.8996055842698,"TBC1D31","","",NA,NA,NA,""
"chr2-135051673-135053587","RAB3GAP1",0.37368030197924,6.93971263982776,9.53186666736553,0.0020671347710401,0.999704392501345,"Not_significant","Peaks",45582,0.10697287522604,0.10162915046879,91.7573236889693,59156,10.9879502055998,"RAB3GAP1","RAB3GAP1","Cytotoxic T/NK cells",0.566548409878056,6.08401707272347e-07,342,"positive"
