"peak_id","best_gene","logFC","logCPM","F","PValue","FDR","direction","modality","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","nearest_gene","strongest_linked_gene","strongest_link_major_label","strongest_link_r","strongest_link_fdr","strongest_link_distance_to_tss","strongest_link_direction"
"chr6-33297357-33300417","RGL2",-0.581635721234512,7.43108992270639,15.1894542751681,9.72608490257443e-05,0.970371490729851,"Not_significant","Peaks",45344,0.109703435804702,0.104092804675938,91.8003616636528,60666,11.0131551718812,"RGL2","","",NA,NA,NA,""
"chr19-11504771-11506137","ZNF653",-0.604743652070778,7.16894220731472,12.7312817092758,0.000359632137749859,0.972764998880502,"Not_significant","Peaks",53444,0.131602169981917,0.123634478066198,90.3356238698011,72776,11.1951552502012,"ZNF653","","",NA,NA,NA,""
"chr1-1692361-1693387","SLC35E2B",0.724199981143674,6.77482095769277,12.2422885853622,0.00046723577806571,0.972764998880502,"Not_significant","Peaks",39815,0.0891537070524412,0.0854009791261774,92.8001808318264,49302,10.8057402101064,"SLC35E2B","","",NA,NA,NA,""
"chr1-241518795-241520374","FH",-0.634700481045888,6.92456312854255,11.884420370882,0.000566112692435587,0.972764998880502,"Not_significant","Peaks",42406,0.0952893309222423,0.0910185575188223,92.3316455696203,52695,10.8722948303205,"FH","","",NA,NA,NA,""
"chr4-87843580-87844723","MEPE",0.830327839144258,6.48894982558991,11.5430036228248,0.000680113194045422,0.972764998880502,"Not_significant","Peaks",1891,0.00393128390596745,0.00392357660252106,99.6580470162749,2174,7.68478394352278,"MEPE","","",NA,NA,NA,""
"chr4-1248074-1250068","LOC105374346",-0.527427148184123,7.30237454040468,11.2646262253364,0.000790054519113133,0.972764998880502,"Not_significant","Peaks",56443,0.15902712477396,0.147580967685101,89.7933092224231,87942,11.3844441563217,"LOC105374346","","",NA,NA,NA,""
"chr19-55598807-55601024","ZNF524",-0.40681911457199,7.9669648196717,11.0747558673799,0.000875188480862483,0.972764998880502,"Not_significant","Peaks",77358,0.224285714285714,0.202357583554375,86.0112115732369,124030,11.7282868133424,"ZNF524","","",NA,NA,NA,""
"chr3-125632730-125633843","OSBPL11",0.727240550769431,6.65645741026169,10.9624124454676,0.000929869335936918,0.972764998880502,"Not_significant","Peaks",4193,0.00915913200723327,0.0091174415300365,99.2417721518987,5065,8.53030683056162,"OSBPL11","","",NA,NA,NA,""
"chr17-8295053-8296121","SLC25A35",-0.566882762189255,7.10698218685251,10.8598155927681,0.000982820434650214,0.972764998880502,"Not_significant","Peaks",39027,0.0876003616636528,0.0839737663098239,92.9426763110308,48443,10.7881637706409,"SLC25A35","","",NA,NA,NA,""
"chr2-181456193-181458680","ITGA4",0.735824343279471,6.63517550642691,10.7910809797213,0.00101999089783331,0.972764998880502,"Not_significant","Peaks",40077,0.0930976491862568,0.0890155457218508,92.7528028933092,51483,10.8490263587693,"ITGA4","","",NA,NA,NA,""
